customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
Laverne Mohr DDS,7,17,387,2,1,1,211
Lavina Ferry,1,22,79,2,4,2,242
Lavinia Wyman,1,30,80,2,4,2,242
Lavon Cassin,2,46,100,3,2,2,322
Lavon Orn,2,12,126,1,2,1,121
Lavona Donnelly,2,59,125,3,2,1,321
Lavonda Botsford,1,83,35,4,4,4,444
Lavonda Daniel,3,23,146,2,1,1,211
Lavonda Schinner,3,6,143,1,1,1,111
Lavonia Boyer,1,39,61,3,4,3,343
Lavonia Shields DVM,3,26,200,2,1,1,211
Lavonne Block,1,76,45,4,4,3,443
Lavonne Heathcote,2,11,89,1,2,2,122
Lavonne Schamberger,1,3,50,1,4,3,143
Lawerence Hermann,1,12,74,1,4,2,142
Lawerence Koelpin,3,59,158,3,1,1,311
Lawrance Kuphal,1,16,20,2,4,4,244
Lawrance Mertz,6,5,289,1,1,1,111
Lawrence Sipes,1,26,78,2,4,2,242
Lawson Cassin II,1,44,55,3,4,3,343
Lawson Klocko,1,65,70,4,4,2,442
Lawyer Runolfsdottir,1,3,26,1,4,4,144
Layla Heller,1,40,54,3,4,3,343
Layne Connelly V,3,5,153,1,1,1,111
Layne Herman,4,46,197,3,1,1,311
Layne Olson,5,46,193,3,1,1,311
Layton Fadel I,1,31,57,2,4,3,243
Lazaro Deckow,1,32,37,2,4,4,244
Lazaro Rutherford,2,17,82,2,2,2,222
Lea Hoppe,2,12,82,1,2,2,122
Lea Morissette III,1,0,56,1,4,3,143
Leah Abernathy,1,26,80,2,4,2,242
Leah Batz,4,3,160,1,1,1,111
Leah Cormier DVM,1,45,54,3,4,3,343
Leala Powlowski,1,47,62,3,4,3,343
Leala Schuppe MD,3,16,156,2,1,1,211
Leala Ziemann,2,55,130,3,2,1,321
Leana Herman,2,87,107,4,2,1,421
Leaner Brakus PhD,1,53,29,3,4,4,344
Leaner Howe,1,26,66,2,4,3,243
Leaner Pollich,5,21,222,2,1,1,211
Leann Smith,2,67,127,4,2,1,421
Leanna Wolff,2,24,88,2,2,2,222
Lee Mitchell,4,28,182,2,1,1,211
Lee Wilderman,1,87,28,4,4,4,444
Leeann Cormier DVM,1,71,43,4,4,4,444
Leeroy Jones,1,41,62,3,4,3,343
Leeroy Wintheiser,2,25,135,2,2,1,221
Leesa Gislason,1,66,48,4,4,3,443
Leesa Rempel,1,88,28,4,4,4,444
Leif Rohan,2,53,152,3,2,1,321
Leif Runte,3,33,159,2,1,1,211
Leigh Herzog,1,47,68,3,4,2,342
Leighton Anderson,2,5,82,1,2,2,122
Leighton Batz,1,3,60,1,4,3,143
Leighton Connelly,3,12,125,1,1,1,111
Leighton Kub,2,12,87,1,2,2,122
Leighton Lubowitz,1,47,56,3,4,3,343
Leila Muller,1,25,70,2,4,2,242
Leila Renner,1,39,31,3,4,4,344
Leisa Lehner,1,76,64,4,4,3,443
Leisa Lynch DVM,1,76,20,4,4,4,444
Leisha Corkery,1,90,45,4,4,3,443
Leitha Bernhard,3,46,170,3,1,1,311
Lela Christiansen,3,47,140,3,1,1,311
Lela Wisoky,3,25,156,2,1,1,211
Lelah Barrows PhD,6,34,295,2,1,1,211
Lelah Champlin,2,3,109,1,2,1,121
Leland Lemke I,1,64,49,4,4,3,443
Lella Harber,1,32,36,2,4,4,244
Lella Heaney,1,47,23,3,4,4,344
Lem Frami DVM,3,42,190,3,1,1,311
Lem Volkman,1,33,70,2,4,2,242
Lemma Hoppe,1,38,78,2,4,2,242
Lemma McClure MD,1,89,27,4,4,4,444
Lemma Powlowski,1,47,72,3,4,2,342
Lemma Simonis,1,19,69,2,4,2,242
Lemmie Botsford,1,1,43,1,4,4,144
Lemmie Rogahn,1,6,28,1,4,4,144
Lemmie Stamm I,2,89,103,4,2,2,422
Lemon Crist,2,23,96,2,2,2,222
Lemon Grant V,3,48,174,3,1,1,311
Lemon Johns I,1,58,69,3,4,2,342
Lemon Monahan,4,12,180,1,1,1,111
Lemon Trantow,2,19,132,2,2,1,221
Lempi Beer,1,4,23,1,4,4,144
Lempi Rempel,1,48,55,3,4,3,343
Lemuel Frami,1,81,24,4,4,4,444
Lemuel Mohr,1,45,69,3,4,2,342
Len Conn,1,87,72,4,4,2,442
Len Parker,1,89,54,4,4,3,443
Lena Block,5,46,209,3,1,1,311
Lena Kovacek,2,5,53,1,2,3,123
Lenard Renner,1,31,62,2,4,3,243
Lenna Kerluke DDS,1,6,48,1,4,3,143
Lenna Leannon,5,38,223,2,1,1,211
Lenna Schaefer,2,6,105,1,2,2,122
Lennie O'Reilly,1,22,27,2,4,4,244
Lennon Hilll,1,83,69,4,4,2,442
Lennon Medhurst DVM,1,41,38,3,4,4,344
Lennon Sauer PhD,5,40,267,3,1,1,311
Lenon Ryan,1,87,46,4,4,3,443
Lenord Flatley Jr.,1,16,77,2,4,2,242
Lenord Stoltenberg,14,5,776,1,1,1,111
Lenore Mills,2,12,133,1,2,1,121
Lenore O'Reilly,3,6,154,1,1,1,111
Leo Paucek,4,6,171,1,1,1,111
Leoma White,2,86,93,4,2,2,422
Leon Goyette,1,29,40,2,4,4,244
Leonard Altenwerth,1,46,78,3,4,2,342
Leonardo Botsford,2,19,78,2,2,2,222
Leonardo Leannon DDS,1,14,76,2,4,2,242
Leonardo Mosciski,1,35,52,2,4,3,243
Leonce Cole,3,6,172,1,1,1,111
Leonce Kertzmann,1,47,65,3,4,3,343
Leonce Rath,1,82,29,4,4,4,444
Leone Fritsch,1,41,52,3,4,3,343
Leone Nolan,1,20,65,2,4,3,243
Leone Volkman,1,44,23,3,4,4,344
Leonel Ebert Sr.,1,30,77,2,4,2,242
Leonel Nienow,1,76,63,4,4,3,443
Leonel Rippin,1,36,76,2,4,2,242
Leonel White,1,49,75,3,4,2,342
Leonia Franecki DDS,1,47,73,3,4,2,342
Leonia Miller DDS,2,52,85,3,2,2,322
Leonidas Gleason,3,5,129,1,1,1,111
Leonidas Kuvalis,3,4,91,1,1,2,112
Leonie Cruickshank,2,12,75,1,2,2,122
Leonie Hettinger DVM,1,46,74,3,4,2,342
Leonie O'Connell,2,4,59,1,2,3,123
Leonora Kessler,1,70,26,4,4,4,444
Leonora Mertz,1,53,57,3,4,3,343
Leonore Mayer,2,12,105,1,2,2,122
Leontine Connelly,1,11,20,1,4,4,144
Leontine Kuhic,2,46,128,3,2,1,321
Leopold Cassin I,1,37,20,2,4,4,244
Leopold Crist,1,34,57,2,4,3,243
Leopold Davis PhD,1,3,66,1,4,3,143
Leopoldo Crooks,1,29,65,2,4,3,243
Leora Roberts DDS,5,1,304,1,1,1,111
Leora Rosenbaum,1,47,51,3,4,3,343
Leroy Crona,1,46,70,3,4,2,342
Leroy Cronin,1,45,31,3,4,4,344
Leroy Mosciski,1,35,76,2,4,2,242
Leroy Zemlak Sr.,1,41,33,3,4,4,344
Les O'Connell,4,36,168,2,1,1,211
Lesa D'Amore DVM,2,30,135,2,2,1,221
Lesa Hane,1,9,33,1,4,4,144
Lesa Harvey,1,62,47,4,4,3,443
Lesa Wiegand,1,69,50,4,4,3,443
Lesia Batz,1,46,52,3,4,3,343
Lesia Renner,1,55,69,3,4,2,342
Lesia Schmeler,1,89,48,4,4,3,443
Leslee Barton,1,19,69,2,4,2,242
Leslee Hills,1,21,29,2,4,4,244
Leslee Moore,4,46,209,3,1,1,311
Lesley Doyle,1,55,50,3,4,3,343
Lesley Harber V,1,62,71,4,4,2,442
Lesli Russel,2,12,90,1,2,2,122
Leslie Stehr,1,88,65,4,4,3,443
Leslie Zulauf I,2,6,76,1,2,2,122
Lesly Ondricka,2,73,104,4,2,2,422
Less Daniel,2,10,122,1,2,1,121
Lessie Goodwin MD,2,18,107,2,2,1,221
Lessie Graham,2,5,143,1,2,1,121
Lessie Romaguera,1,19,79,2,4,2,242
Lesta Carter,1,88,24,4,4,4,444
Lesta Davis,5,3,310,1,1,1,111
Lesta Jaskolski,2,46,132,3,2,1,321
Lesta McCullough,5,26,190,2,1,1,211
Lester Morissette,1,76,57,4,4,3,443
Letha Bayer,1,74,40,4,4,4,444
Letha Denesik,3,11,119,1,1,1,111
Letha Prohaska,1,39,47,3,4,3,343
Letha Ruecker,1,19,66,2,4,3,243
Lethia Thompson MD,4,23,129,2,1,1,211
Leticia Fritsch,1,26,44,2,4,4,244
Leticia Shields,4,33,246,2,1,1,211
Letitia Pouros,1,46,48,3,4,3,343
Letitia Stokes,1,9,67,1,4,3,143
Letta Block,1,4,28,1,4,4,144
Letty Murazik,3,21,152,2,1,1,211
Levar Connelly,1,72,71,4,4,2,442
Levar Morar PhD,2,8,77,1,2,2,122
Levern Adams,3,47,168,3,1,1,311
Levi Gulgowski,4,12,213,1,1,1,111
Levie Beahan,1,70,40,4,4,4,444
Levie Hane,4,16,216,2,1,1,211
Levie Kuhn MD,1,47,37,3,4,4,344
Levin Cruickshank,2,2,92,1,2,2,122
Levin Stamm MD,2,12,133,1,2,1,121
Levina Daugherty,2,19,109,2,2,1,221
Levon Rippin Jr.,3,45,116,3,1,1,311
Levon Volkman,2,42,76,3,2,2,322
Lew Crist I,4,12,205,1,1,1,111
Lew Jewess PhD,4,6,191,1,1,1,111
Lewis Kertzmann,1,0,63,1,4,3,143
Lewis Larkin,4,2,253,1,1,1,111
Lewis Moen,5,3,234,1,1,1,111
Lex Cummings,2,18,105,2,2,2,222
Lexi Altenwerth,4,35,243,2,1,1,211
Lexi Cormier MD,1,42,26,3,4,4,344
Lexi McKenzie,1,23,25,2,4,4,244
Lexi Senger,5,3,219,1,1,1,111
Lexie Kemmer,1,60,71,4,4,2,442
Lexie Lang DVM,1,47,79,3,4,2,342
Lexie Lemke II,2,53,99,3,2,2,322
Lexie Ullrich,2,67,131,4,2,1,421
Lexis Gibson MD,1,40,76,3,4,2,342
Lexis Kiehn,2,1,112,1,2,1,121
Lexus Runolfsson,1,79,29,4,4,4,444
Leyla Dietrich,3,13,113,2,1,1,211
Leyla Walker,2,4,104,1,2,2,122
Lia Johnson,1,46,35,3,4,4,344
Liane Wilkinson,1,56,65,3,4,3,343
Libby O'Kon PhD,1,19,67,2,4,3,243
Liberty Fay,3,4,155,1,1,1,111
Lidia Strosin,1,26,66,2,4,3,243
Lidie Gislason,1,4,32,1,4,4,144
Lidie Orn,1,5,40,1,4,4,144
Lila Crist,1,42,76,3,4,2,342
Lila Cummerata,1,56,31,3,4,4,344
Lilah Blanda PhD,2,11,65,1,2,3,123
Lilah Braun,1,12,62,1,4,3,143
Lilburn Kihn Sr.,1,12,28,1,4,4,144
Lilburn Nikolaus,2,12,123,1,2,1,121
Lilia Gislason,1,31,41,2,4,4,244
Lilian Gibson,2,11,57,1,2,3,123
Lilian Goodwin MD,2,59,141,3,2,1,321
Lilian Moore,1,50,80,3,4,2,342
Lilian Schiller,1,4,58,1,4,3,143
Lilian Walsh MD,5,5,287,1,1,1,111
Liliana Boehm,2,7,96,1,2,2,122
Liliana Muller,1,55,34,3,4,4,344
Lilla Mitchell,1,88,69,4,4,2,442
Lilla Mohr,1,46,67,3,4,3,343
Liller Cruickshank MD,1,12,59,1,4,3,143
Liller Glover,2,24,92,2,2,2,222
Liller Olson,3,33,106,2,1,2,212
Liller Terry,1,42,67,3,4,3,343
Lillia Schroeder,1,53,56,3,4,3,343
Lilliana Schiller,6,41,345,3,1,1,311
Lillianna Larkin,4,3,189,1,1,1,111
Lillis Bailey,4,35,179,2,1,1,211
Lillis Wyman PhD,3,40,166,3,1,1,311
Lilly Anderson,3,42,152,3,1,1,311
Lilly Hickle DDS,2,12,88,1,2,2,122
Lily Turner DVM,1,70,46,4,4,3,443
Lilyan Wisozk,2,43,105,3,2,2,322
Lilyana Adams MD,1,11,66,1,4,3,143
Lim Langworth,1,2,44,1,4,4,144
Lim Legros,1,47,30,3,4,4,344
Lina Kuhlman,1,2,36,1,4,4,144
Lincoln D'Amore,2,34,132,2,2,1,221
Lincoln Johnston,2,21,105,2,2,2,222
Lindbergh Koelpin,1,88,75,4,4,2,442
Linden Ebert,2,11,44,1,2,4,124
Linden Johns,1,17,38,2,4,4,244
Lindsay Abshire DVM,1,5,59,1,4,3,143
Lindsay Crona,3,58,126,3,1,1,311
Lindsey Langosh,6,30,334,2,1,1,211
Lindy Bayer,2,8,137,1,2,1,121
Lindy Pagac,2,11,83,1,2,2,122
Linette Boyle MD,1,70,62,4,4,3,443
Linette Miller,1,47,62,3,4,3,343
Linette Rau,4,9,143,1,1,1,111
Link Barrows PhD,1,38,52,2,4,3,243
Link Carroll MD,1,38,47,2,4,3,243
Link Orn,1,6,26,1,4,4,144
Linna Glover,3,31,130,2,1,1,211
Linnea Bins,1,68,41,4,4,4,444
Linnea Lesch,1,43,47,3,4,3,343
Linnea Thiel,3,2,155,1,1,1,111
Linnea Wisozk,8,5,373,1,1,1,111
Linnie Block,19,5,904,1,1,1,111
Linsey Gutmann,1,9,50,1,4,3,143
Linsey McKenzie,1,74,20,4,4,4,444
Linton Brakus,1,54,54,3,4,3,343
Linus Stamm,1,79,68,4,4,2,442
Linwood Blanda,1,23,69,2,4,2,242
Linwood Considine,1,63,50,4,4,3,443
Linwood Erdman V,10,4,417,1,1,1,111
Linwood Gaylord Sr.,1,47,21,3,4,4,344
Lionel Grady,2,15,84,2,2,2,222
Lionel Marquardt,5,60,257,4,1,1,411
Lionel Rosenbaum,1,46,30,3,4,4,344
Lisa Gutmann,1,67,76,4,4,2,442
Lisa Hermann,1,39,36,3,4,4,344
Lisandro Kassulke,1,11,60,1,4,3,143
Lisandro Lynch,1,47,28,3,4,4,344
Lisandro Swift,2,43,154,3,2,1,321
Lise Jast,2,61,90,4,2,2,422
Lisette Kirlin,1,11,66,1,4,3,143
Lish Wiegand,1,46,45,3,4,3,343
Lisha Hayes,1,67,37,4,4,4,444
Lisle Medhurst,1,39,46,3,4,3,343
Lissa Herman,2,46,105,3,2,2,322
Lissa Koelpin,15,40,785,3,1,1,311
Lissa White,3,3,189,1,1,1,111
Lissie Herman,4,6,198,1,1,1,111
Lissie Jenkins PhD,6,5,271,1,1,1,111
Lissie Vandervort,1,65,64,4,4,3,443
Liston Purdy V,1,21,71,2,4,2,242
Lita Dicki,1,6,43,1,4,4,144
Lita Sanford,1,22,74,2,4,2,242
Litha Kilback,1,47,29,3,4,4,344
Litha Ruecker,6,5,337,1,1,1,111
Litha Witting MD,4,20,147,2,1,1,211
Littie Hessel,1,1,25,1,4,4,144
Littie Spencer,1,15,35,2,4,4,244
Little Konopelski,1,51,71,3,4,2,342
Littleton Rodriguez,1,37,38,2,4,4,244
Litzy Lakin,1,8,28,1,4,4,144
Litzy Mosciski,4,12,233,1,1,1,111
Litzy Ondricka,1,21,43,2,4,4,244
Livia Pfeffer,1,39,74,3,4,2,342
Liz Braun,1,73,41,4,4,4,444
Liza Smitham,1,8,31,1,4,4,144
Lizabeth Trantow,3,23,156,2,1,1,211
Lizette Sanford,1,18,44,2,4,4,244
Lizzie Fahey,2,56,91,3,2,2,322
Llewellyn Anderson,1,27,29,2,4,4,244
Llewellyn Hermiston,6,12,370,1,1,1,111
Llewellyn Monahan,3,11,183,1,1,1,111
Lloyd Romaguera,5,45,163,3,1,1,311
Lloyd Sauer,4,50,194,3,1,1,311
Lloyd Stoltenberg,5,13,292,2,1,1,211
Lloyd Thompson,2,39,59,3,2,3,323
Lockie Fahey,1,71,74,4,4,2,442
Lockie Legros,1,59,53,3,4,3,343
Lockie Purdy PhD,1,46,70,3,4,2,342
Logan Larson,2,12,56,1,2,3,123
Logan Nienow,1,26,52,2,4,3,243
Lola Roberts,2,80,103,4,2,2,422
Lola Weissnat DDS,4,10,170,1,1,1,111
Lolita Gutmann,2,7,98,1,2,2,122
Lolita Homenick,2,21,64,2,2,3,223
Lolla Harris MD,1,17,59,2,4,3,243
Lolla Purdy,2,19,64,2,2,3,223
Lollie Conroy,1,41,64,3,4,3,343
Lollie Heaney,1,70,70,4,4,2,442
Lollie Hills,1,81,70,4,4,2,442
Lollie Larkin PhD,3,5,106,1,1,2,112
Loma Hamill,2,83,59,4,2,3,423
Lon Flatley,1,20,72,2,4,2,242
London Gislason,1,47,51,3,4,3,343
London Grimes,3,12,138,1,1,1,111
Londyn Little DVM,6,5,371,1,1,1,111
Londyn Reinger,2,4,118,1,2,1,121
Lone Schmidt V,1,63,68,4,4,2,442
Long Baumbach,1,47,66,3,4,3,343
Long Kuphal,1,76,22,4,4,4,444
Long Wiza DDS,1,65,38,4,4,4,444
Lonie Bernhard,2,47,127,3,2,1,321
Lonie Hudson,1,89,67,4,4,3,443
Lonie Lebsack,1,89,75,4,4,2,442
Lonna Kirlin,1,45,49,3,4,3,343
Lonna McCullough PhD,1,68,30,4,4,4,444
Lonna Ratke,1,56,68,3,4,2,342
Lonny Abernathy,3,19,135,2,1,1,211
Lonny Kuhlman,1,48,20,3,4,4,344
Lonny Moen MD,1,46,30,3,4,4,344
Lonzo Kihn,1,86,20,4,4,4,444
Lora Bailey DVM,2,80,106,4,2,2,422
Lora Deckow,1,8,44,1,4,4,144
Lora Fahey,1,52,79,3,4,2,342
Lora O'Reilly,4,31,172,2,1,1,211
Lora Skiles DVM,1,52,63,3,4,3,343
Loraine Lemke,1,53,47,3,4,3,343
Loraine Zboncak DDS,1,72,46,4,4,3,443
Loran Vandervort,2,33,125,2,2,1,221
Lorayne Pollich,1,5,55,1,4,3,143
Lorayne Quigley,1,28,54,2,4,3,243
Lorean Greenholt,2,26,46,2,2,3,223
Lorean Schroeder,1,59,48,3,4,3,343
Lorean Stokes DVM,1,31,65,2,4,3,243
Loree Hirthe,1,47,25,3,4,4,344
Loree Moore,2,34,62,2,2,3,223
Loreen Hilpert,1,45,74,3,4,2,342
Loreen Schmidt,5,4,215,1,1,1,111
Lorelai Parisian,3,18,166,2,1,1,211
Lorelai Schimmel DDS,1,76,34,4,4,4,444
Lorelai Schmitt,1,62,40,4,4,4,444
Loren Erdman,3,42,143,3,1,1,311
Loren Heller,1,57,67,3,4,3,343
Loren Parisian,2,38,144,2,2,1,221
Lorena Parker,1,76,59,4,4,3,443
Lorene Davis,1,14,24,2,4,4,244
Lorene Doyle DVM,1,30,64,2,4,3,243
Lorene Gleichner,5,11,201,1,1,1,111
Lorenza Collins,1,6,64,1,4,3,143
Lorenzo Heller,2,85,76,4,2,2,422
Lorenzo Senger,1,68,79,4,4,2,442
Loretta Lueilwitz,1,15,36,2,4,4,244
Loretto Greenholt,1,85,45,4,4,3,443
Loretto O'Connell,3,6,170,1,1,1,111
Loretto Romaguera,1,4,39,1,4,4,144
Loria Bergnaum,1,15,36,2,4,4,244
Lorie Halvorson,2,3,78,1,2,2,122
Lorie Weimann,4,4,177,1,1,1,111
Lorin Reynolds Jr.,1,45,75,3,4,2,342
Lorine Durgan,1,53,51,3,4,3,343
Lorine Waters,1,41,61,3,4,3,343
Loring Collier,3,18,105,2,1,2,212
Loring Emmerich DDS,1,82,62,4,4,3,443
Loring Satterfield,1,81,29,4,4,4,444
Lorna Bernier,1,47,50,3,4,3,343
Lorna Ullrich,8,5,374,1,1,1,111
Lorrie Beer,7,15,303,2,1,1,211
Lossie Bashirian,1,12,66,1,4,3,143
Lossie Bergstrom,1,83,38,4,4,4,444
Lossie Heathcote,1,52,60,3,4,3,343
Lossie Hirthe,12,23,606,2,1,1,211
Lota Hills,1,6,32,1,4,4,144
Lota McCullough,2,73,110,4,2,1,421
Lott Larkin,4,5,148,1,1,1,111
Lott Terry,1,10,21,1,4,4,144
Lott Weissnat IV,2,6,90,1,2,2,122
Lotta Haley,1,21,54,2,4,3,243
Lottie Herman,2,43,102,3,2,2,322
Lou Parker,1,53,54,3,4,3,343
Louann Douglas,2,76,67,4,2,3,423
Louella Corwin,1,66,71,4,4,2,442
Louetta Swift,3,86,87,4,1,2,412
Louetta Windler,1,81,62,4,4,3,443
Louis Frami,1,46,47,3,4,3,343
Louis Reichel,1,60,41,4,4,4,444
Louis Reynolds,1,88,65,4,4,3,443
Louis Toy I,1,20,58,2,4,3,243
Louisa Collier MD,1,18,36,2,4,4,244
Louisa Krajcik,1,58,41,3,4,4,344
Louise Schuster,3,42,131,3,1,1,311
Loula Roob PhD,5,3,296,1,1,1,111
Loula Schmidt,1,18,43,2,4,4,244
Louvenia Lubowitz,1,45,59,3,4,3,343
Love Botsford Sr.,1,70,75,4,4,2,442
Love Donnelly,1,60,31,4,4,4,444
Love Kuphal,1,87,50,4,4,3,443
Love Schultz,1,84,21,4,4,4,444
Lovell Cronin,1,72,54,4,4,3,443
Lovell Towne,4,12,189,1,1,1,111
Lovell Weissnat,1,2,61,1,4,3,143
Lovett Lemke,2,2,131,1,2,1,121
Lovett Sipes,1,86,23,4,4,4,444
Lovey Crooks,5,32,230,2,1,1,211
Lovie Brekke,1,47,59,3,4,3,343
Lovie Gulgowski,1,33,72,2,4,2,242
Lovie Von,1,25,77,2,4,2,242
Lovina Cruickshank,1,88,36,4,4,4,444
Lovina Schaden PhD,1,69,25,4,4,4,444
Lovisa Wilkinson,1,83,65,4,4,3,443
Lowell Larkin,2,37,98,2,2,2,222
Lowell Rippin,1,5,67,1,4,3,143
Loy Kiehn,1,61,45,4,4,3,443
Loy Olson Sr.,1,67,60,4,4,3,443
Loyal Wintheiser,2,39,98,3,2,2,322
Loyce Hodkiewicz,1,52,68,3,4,2,342
Lu Funk DVM,1,83,33,4,4,4,444
Lu Kunze,1,78,20,4,4,4,444
Lu Mann,1,12,38,1,4,4,144
Luana Haag,2,56,92,3,2,2,322
Luana Shields,1,45,66,3,4,3,343
Luann Vandervort,1,21,26,2,4,4,244
Luberta Bogan,1,9,53,1,4,3,143
Luberta Treutel,4,61,287,4,1,1,411
Luca King,1,49,40,3,4,4,344
Luca Stracke IV,1,37,35,2,4,4,244
Lucas Gutkowski,1,54,23,3,4,4,344
Lucas Wolf,1,74,69,4,4,2,442
Lucero Rath,1,15,28,2,4,4,244
Lucia Flatley,4,3,164,1,1,1,111
Lucia McGlynn,1,46,50,3,4,3,343
Lucian Kilback,1,63,51,4,4,3,443
Lucian Ratke,1,10,33,1,4,4,144
Lucian Renner,1,73,52,4,4,3,443
Lucian Schroeder DVM,2,6,98,1,2,2,122
Luciana Windler,2,13,54,2,2,3,223
Luciano Kling,2,6,78,1,2,2,122
Luciano Stiedemann,1,64,34,4,4,4,444
Lucie Gutkowski MD,1,25,45,2,4,3,243
Lucie Lakin,1,83,59,4,4,3,443
Lucie Torp,3,11,118,1,1,1,111
Lucien Bruen,1,66,33,4,4,4,444
Lucina Armstrong,1,33,56,2,4,3,243
Lucina Hodkiewicz DVM,1,44,34,3,4,4,344
Lucinda Olson DVM,1,5,23,1,4,4,144
Lucindy Ferry DVM,2,12,102,1,2,2,122
Lucindy Gerlach,1,51,22,3,4,4,344
Lucindy Schmeler,4,39,213,3,1,1,311
Lucio Kohler,1,39,30,3,4,4,344
Lucious Dietrich,2,3,66,1,2,3,123
Lucious Ullrich,1,5,25,1,4,4,144
Lucius O'Conner,1,71,71,4,4,2,442
Lucky VonRueden,8,17,455,2,1,1,211
Lucretia Weber DVM,1,58,21,3,4,4,344
Lucy Jaskolski,2,20,140,2,2,1,221
Luda Blanda,3,53,169,3,1,1,311
Luda Kihn,3,12,159,1,1,1,111
Ludwig Schuster,1,88,27,4,4,4,444
Lue Gerhold,1,52,63,3,4,3,343
Lue Schultz,2,38,105,2,2,2,222
Lue Trantow,1,36,41,2,4,4,244
Lue Wiegand,1,87,30,4,4,4,444
Lugenia Smith,3,52,110,3,1,1,311
Lugenia Weimann,6,5,299,1,1,1,111
Luigi Bashirian,1,68,54,4,4,3,443
Luigi Bradtke,2,34,92,2,2,2,222
Luigi Schmidt MD,1,89,50,4,4,3,443
Luis Trantow MD,1,28,53,2,4,3,243
Luisa Boyer,2,8,78,1,2,2,122
Luisa D'Amore MD,2,3,110,1,2,1,121
Luisa Stroman,1,68,33,4,4,4,444
Luka Langosh,1,42,20,3,4,4,344
Luka Sawayn,1,8,35,1,4,4,144
Luke Spinka,1,55,72,3,4,2,342
Luke Zemlak Jr.,5,4,250,1,1,1,111
Lula Senger,1,80,58,4,4,3,443
Lula Thompson,1,7,60,1,4,3,143
Lulah Borer,4,70,135,4,1,1,411
Lulah Dooley,4,32,182,2,1,1,211
Lulah Hansen,2,40,125,3,2,1,321
Lulah Reilly,1,6,25,1,4,4,144
Lulla Johnson,4,29,230,2,1,1,211
Lulu Bauch,1,33,59,2,4,3,243
Lulu Ritchie,2,83,59,4,2,3,423
Lulu Simonis,1,34,78,2,4,2,242
Lum Kunde DDS,1,27,24,2,4,4,244
Luna Bernier,2,79,109,4,2,1,421
Luna Gorczany DVM,1,40,28,3,4,4,344
Lupe Bauch,1,49,60,3,4,3,343
Lupe Greenholt,1,5,67,1,4,3,143
Lupe Yost DVM,2,37,59,2,2,3,223
Lura Baumbach DVM,1,80,74,4,4,2,442
Lurena Walker,3,4,141,1,1,1,111
Lurline Bradtke,2,7,74,1,2,2,122
Lurline Dickens,1,59,29,3,4,4,344
Lurline Jast,1,8,36,1,4,4,144
Lurline Kshlerin DVM,2,4,93,1,2,2,122
Lurline Lemke,4,3,110,1,1,1,111
Luster Deckow,7,6,307,1,1,1,111
Luster Ruecker MD,1,64,72,4,4,2,442
Luster Russel,1,46,74,3,4,2,342
Lute Batz DVM,1,46,23,3,4,4,344
Lute Schimmel,2,80,101,4,2,2,422
Luther Abernathy IV,3,8,176,1,1,1,111
Luther Yundt Jr.,1,4,36,1,4,4,144
Lutie Smitham,1,39,41,3,4,4,344
Lutie Wuckert,2,12,133,1,2,1,121
Luvenia Casper DVM,2,40,121,3,2,1,321
Luvenia Davis,1,76,39,4,4,4,444
Luverne Klocko,1,56,55,3,4,3,343
Luverne Price,3,6,190,1,1,1,111
Luverne Rodriguez DDS,1,56,41,3,4,4,344
Luvinia Mueller,3,81,123,4,1,1,411
Lyda Bernier PhD,4,46,158,3,1,1,311
Lyda Collins,1,76,60,4,4,3,443
Lyda Fahey,1,5,55,1,4,3,143
Lyda Kuhic,3,72,126,4,1,1,411
Lydell Armstrong,2,11,47,1,2,3,123
Lydell Hartmann,1,86,76,4,4,2,442
Lydell Murazik,6,3,326,1,1,1,111
Lydia Douglas,1,47,20,3,4,4,344
Lydia Swaniawski,1,1,68,1,4,2,142
Lydia Willms,3,4,132,1,1,1,111
Lyla Kirlin,3,32,180,2,1,1,211
Lyman Bogisich DVM,3,6,168,1,1,1,111
Lyman Kovacek,3,25,146,2,1,1,211
Lyman Moen,2,1,108,1,2,1,121
Lyn Bradtke,1,89,45,4,4,3,443
Lyn Lindgren,1,45,45,3,4,3,343
Lyn Parker,1,1,46,1,4,3,143
Lyn Will,3,12,173,1,1,1,111
Lynda Schmitt,1,4,53,1,4,3,143
Lyndia Ferry,6,4,276,1,1,1,111
Lyndia Zboncak,2,72,68,4,2,2,422
Lyndon Greenfelder,2,39,99,3,2,2,322
Lyndon McClure,1,90,50,4,4,3,443
Lyndsey Heidenreich,2,5,101,1,2,2,122
Lyndsey Upton,1,70,74,4,4,2,442
Lynette Kohler MD,1,47,56,3,4,3,343
Lynn Bernhard,1,32,42,2,4,4,244
Lynn Harvey,1,4,26,1,4,4,144
Lynn Kuhic,1,77,48,4,4,3,443
Lynn Pagac,2,36,87,2,2,2,222
Lynne Beier,4,4,188,1,1,1,111
Lynne Predovic,1,47,25,3,4,4,344
Lynnette Rempel DVM,1,71,70,4,4,2,442
Lynwood Breitenberg,2,47,125,3,2,1,321
Lyric Graham MD,1,4,65,1,4,3,143
Lyric Hansen,1,66,51,4,4,3,443
Lyric Heller,1,12,28,1,4,4,144
Lyric McCullough,1,39,65,3,4,3,343
Mabel Altenwerth,2,14,114,2,2,1,221
Mabell Corwin,1,27,29,2,4,4,244
